r,g,b,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11,cluster_12,cluster_13,cluster_14,cluster_15,cluster_16,cluster_17,cluster_18,cluster_19,cluster_20
111,110,225,0.000346204,3.1882e-05,0.00329432,0.990756,6.04088e-05,0.00141547,0.00013949,0.000351512,0.000133089,0.000307558,0.00036131,0.000252257,0.000407383,0.000569855,0.000196382,7.2141e-05,9.93074e-05,0.000245572,0.00093106,2.91028e-05
208,48,255,0.00520657,0.000239975,0.00139388,0.00501979,0.000406957,0.0069383,0.00156473,0.000436266,0.00139156,0.0013066,0.000863398,0.000366669,0.913107,0.0123297,0.000837108,0.000226274,0.000243729,0.000660848,0.0469867,0.000474237
101,85,191,0.00138059,0.000295338,0.0450646,0.83621,0.00120171,0.0726393,0.00109956,0.00481329,0.00212543,0.00111029,0.00479071,0.00114729,0.00333701,0.0106232,0.00114095,0.00106117,0.00103951,0.00607395,0.00444946,0.000396807
185,245,210,0.00435643,0.00018975,0.00011514,0.000307098,2.7963e-05,8.15483e-05,0.000831081,0.000115671,0.000103539,0.978033,0.000402581,0.00038788,8.39331e-05,0.000121581,0.0139444,5.9572e-05,0.000167255,3.60077e-05,0.00060657,2.93856e-05
57,138,167,0.00270131,0.00142929,0.203545,0.134627,0.00332605,0.0131051,0.00276895,0.502264,0.00384872,0.00436219,0.0389063,0.01795,0.00199048,0.00552802,0.00576973,0.0135831,0.0227758,0.01666,0.00400985,0.000849078
27,64,142,0.00041894,0.000328128,0.0455642,0.0101839,0.006238,0.0135964,0.000530685,0.0340009,0.00170683,0.000447346,0.0039179,0.00115934,0.000878357,0.00260446,0.000595259,0.00661536,0.0025697,0.867288,0.000817691,0.000538353
67,75,251,0.00333527,0.000573799,0.477423,0.390867,0.00198839,0.0440643,0.00167079,0.0110525,0.00225987,0.00321035,0.00436562,0.00659422,0.00958411,0.0083975,0.00215007,0.00199711,0.00214216,0.0201772,0.00743335,0.00071383
103,95,146,0.00701166,0.00365051,0.0808084,0.237005,0.0191203,0.191171,0.0112121,0.0546897,0.0388923,0.00610891,0.147891,0.00584309,0.0102946,0.0799977,0.0103029,0.0190542,0.01493,0.0387814,0.0185335,0.00470137
159,0,230,0.0031492,0.000477995,0.00652691,0.0157907,0.00223246,0.121481,0.00202038,0.00157265,0.00423513,0.00138586,0.00217954,0.000801832,0.759609,0.0533424,0.0011712,0.00080425,0.000670103,0.00494896,0.0159848,0.00161648
219,159,112,0.000611611,0.000837791,4.54327e-05,0.00012381,5.42025e-05,9.83809e-05,0.992443,5.49928e-05,0.00112937,0.000278303,0.0010974,3.34603e-05,8.30097e-05,0.000380072,0.00179959,6.21766e-05,9.46086e-05,2.74353e-05,0.000613715,0.000131365
122,15,150,0.000498936,0.000225931,0.00297333,0.00498941,0.00498851,0.914166,0.000707093,0.00111196,0.00505073,0.000294509,0.0017581,0.000234081,0.00495851,0.0468314,0.000385308,0.000737526,0.000411047,0.00652258,0.00187794,0.00127672
124,136,92,0.000298865,0.000944411,0.000500292,0.000956709,0.000849583,0.000757688,0.00143371,0.00136078,0.00473947,0.000309471,0.979141,0.000196165,0.00016682,0.00117135,0.0012263,0.00237694,0.00234753,0.000373652,0.000471083,0.000377794
171,127,187,0.0886316,0.00334541,0.0107855,0.0910395,0.00245769,0.0252401,0.0472611,0.0055945,0.0176533,0.0290598,0.0367401,0.00389866,0.0189722,0.0672378,0.032741,0.00258319,0.00387464,0.00324031,0.507325,0.00231871
118,12,34,0.000274461,0.000624819,0.000770169,0.00085598,0.947819,0.00349482,0.000770493,0.00100148,0.0137792,0.00020064,0.00229985,0.000172042,0.000689372,0.00403245,0.000379773,0.00261737,0.000758974,0.00253744,0.000579694,0.0163417
67,126,255,0.00572486,0.000808626,0.328705,0.540446,0.00150136,0.0153904,0.00230572,0.0179911,0.00211137,0.00826351,0.00651725,0.029808,0.00548573,0.00570829,0.0043514,0.00244574,0.0037347,0.00940919,0.00866656,0.000624572
189,111,29,0.00409779,0.0584532,0.00246971,0.00417426,0.0204899,0.00670936,0.0412315,0.00413663,0.627742,0.00286071,0.054059,0.00121572,0.00304362,0.0194219,0.00977536,0.0114796,0.00768053,0.0028939,0.0064143,0.111651
230,7,7,8.65722e-05,0.000231068,6.54123e-05,9.64494e-05,0.000938386,0.000267944,0.000327189,7.1842e-05,0.00338911,4.97048e-05,0.000260225,2.49707e-05,0.000177222,0.000725329,9.60787e-05,0.000140408,7.90645e-05,0.000106733,0.000168961,0.992697
21,17,186,0.000437429,0.000218201,0.0409463,0.0095075,0.00332244,0.0233574,0.000420825,0.0060537,0.00115715,0.000405294,0.001528,0.000908629,0.00169639,0.00282755,0.000423683,0.00172382,0.000947374,0.902694,0.000945295,0.000479307
238,162,128,5.25859e-05,2.15452e-05,1.72869e-06,4.89085e-06,1.71764e-06,3.74412e-06,0.999701,1.82827e-06,2.71578e-05,1.59058e-05,2.28387e-05,1.36481e-06,4.27361e-06,1.47237e-05,7.35205e-05,1.83886e-06,2.83803e-06,9.89708e-07,4.11069e-05,4.42964e-06
57,100,3,0.00163366,0.00919856,0.00612137,0.00528631,0.153687,0.00755983,0.00464861,0.0233236,0.0228872,0.00175646,0.0370395,0.00236939,0.00175213,0.00686603,0.00406487,0.646434,0.0367512,0.0141627,0.00237687,0.0120811
172,19,74,0.00240148,0.00326221,0.00327976,0.00536008,0.0767878,0.0306569,0.00792964,0.00300519,0.470232,0.00132935,0.011942,0.000742988,0.00853413,0.113238,0.0024884,0.00477436,0.00233896,0.00630508,0.0067541,0.238638
42,84,217,2.76676e-05,8.13832e-06,0.993739,0.00385317,3.74931e-05,0.000494427,1.91331e-05,0.000461734,3.13425e-05,3.14935e-05,8.10513e-05,0.000106387,5.6521e-05,8.52037e-05,2.67536e-05,4.86975e-05,4.72803e-05,0.000780942,5.45262e-05,9.45259e-06
211,247,175,0.0449235,0.00561167,0.000986464,0.0024608,0.00039522,0.000911618,0.0284741,0.00115631,0.00183845,0.219326,0.00625906,0.00232119,0.000952332,0.00164905,0.671873,0.000802033,0.00213631,0.00038982,0.00701756,0.000515779
229,13,248,0.00154431,0.000130839,0.000537356,0.00143139,0.000267353,0.00328018,0.00073256,0.000195639,0.000855399,0.000442047,0.000384664,0.000144795,0.972983,0.00678623,0.000335697,0.000119238,0.000115951,0.00035175,0.00898488,0.000377138
193,173,172,0.222621,0.00615294,0.00324022,0.0135502,0.00117095,0.00457687,0.203386,0.00289562,0.00928802,0.0942436,0.0312049,0.00302255,0.00432814,0.0116342,0.293885,0.00175453,0.00358102,0.00116094,0.086835,0.00146852
195,42,185,0.00310079,0.000397535,0.00154407,0.00566855,0.00110243,0.0296643,0.00302641,0.000617071,0.00708354,0.000919019,0.0019366,0.000297308,0.159011,0.744828,0.00100467,0.000401111,0.00035791,0.00108486,0.0364787,0.00147623
222,173,238,0.992182,3.32422e-05,4.36273e-05,0.000169746,1.10172e-05,5.73943e-05,0.000402759,2.56124e-05,5.29952e-05,0.00280885,8.80239e-05,4.63963e-05,0.000127428,0.000115146,0.000492774,1.32878e-05,2.36751e-05,1.43975e-05,0.00327777,1.43015e-05
14,19,94,0.0010462,0.00126557,0.0198817,0.00921721,0.129991,0.0255159,0.00161702,0.0249363,0.00730098,0.0010039,0.00822543,0.00193346,0.00261822,0.00777154,0.00145214,0.026241,0.00604383,0.718231,0.00199417,0.00371341
220,119,198,0.00783735,6.86175e-05,9.12928e-05,0.000431543,3.76081e-05,0.000284123,0.00172985,4.99868e-05,0.000325792,0.000516843,0.000259646,4.38557e-05,0.000819838,0.00131215,0.000460353,3.03746e-05,4.15975e-05,3.8534e-05,0.985561,5.99048e-05
60,88,76,0.00222592,0.00483785,0.0217934,0.0168679,0.182768,0.0261793,0.00513982,0.0910592,0.0299543,0.00233622,0.0838009,0.00364601,0.00299002,0.0150679,0.00483004,0.394115,0.037983,0.062976,0.00393334,0.00749551
104,100,132,0.00696334,0.00511674,0.0556615,0.12781,0.0266454,0.119573,0.0139203,0.0635987,0.0581189,0.0062859,0.306431,0.00584965,0.00864117,0.0730851,0.0124158,0.0302369,0.0217173,0.0350944,0.0166946,0.00614023
223,42,205,0.00685715,0.00054737,0.00155378,0.00524702,0.000995023,0.0140166,0.00455751,0.000647514,0.00576587,0.00156929,0.00189197,0.000406597,0.758365,0.09984,0.00146467,0.000425226,0.000414916,0.00100445,0.09274,0.00168999
115,24,121,0.00248282,0.00181064,0.0144885,0.0204874,0.0984425,0.52435,0.00464012,0.00862423,0.0562455,0.00161494,0.0160806,0.00136897,0.0128304,0.158089,0.00248608,0.00774484,0.0034586,0.0446512,0.00780479,0.0122987
84,28,193,0.000836473,0.000261118,0.0314498,0.0323775,0.00289974,0.860932,0.000748408,0.00347272,0.00226403,0.000605716,0.00223932,0.000754765,0.00638397,0.0126648,0.000617828,0.00114784,0.000769238,0.0362607,0.00263995,0.000674148
22,221,249,0.000174907,5.52346e-05,0.00116901,0.000903918,4.73946e-05,0.00014037,9.02893e-05,0.00108387,6.08075e-05,0.000542766,0.000278291,0.994069,6.77637e-05,8.70448e-05,0.000297739,0.000159625,0.000441124,0.000168924,0.00014061,2.1574e-05
138,169,87,0.000570418,0.00431118,0.000440879,0.000862725,0.000554218,0.000520792,0.00390854,0.00124111,0.00347692,0.000712109,0.968755,0.000324703,0.00017872,0.0009033,0.00503399,0.0021856,0.00469811,0.000276565,0.000640308,0.00040474
146,168,213,0.142692,0.0042184,0.0233671,0.177081,0.00219112,0.0146799,0.0277708,0.0126347,0.00817289,0.278396,0.0394961,0.022706,0.010336,0.0175918,0.0967184,0.00388687,0.00860589,0.00416037,0.103658,0.00163736
203,73,94,0.000587863,0.000695856,0.000262041,0.000614742,0.00115301,0.00167946,0.00441227,0.000251518,0.957984,0.000257456,0.00243606,8.40431e-05,0.000906174,0.0190209,0.000612429,0.000342427,0.000257224,0.000273926,0.00180821,0.00636045
146,183,103,0.0031157,0.014778,0.0015024,0.00333584,0.00121038,0.00158232,0.0210667,0.00365989,0.00769725,0.00450546,0.858488,0.00143954,0.000646415,0.00281296,0.0520466,0.00436574,0.0130791,0.000772425,0.0028835,0.00101148
219,90,204,0.00455101,0.000110787,0.000232585,0.00107192,0.0001027,0.00112647,0.00168811,0.000107432,0.000800108,0.000564953,0.000434284,8.17728e-05,0.00704798,0.00686378,0.000492141,6.49708e-05,7.72594e-05,0.000109255,0.97431,0.000162851
93,6,7,0.000254132,0.000683835,0.000811867,0.000779641,0.962587,0.00244557,0.000655719,0.00122945,0.0066059,0.000203972,0.00206451,0.000204397,0.000551922,0.00234053,0.000378074,0.0040421,0.000979217,0.00299113,0.00047622,0.00971524
220,250,7,0.00131737,0.963142,0.000381537,0.000592762,0.000697647,0.000470971,0.0081337,0.000744043,0.00277368,0.00153108,0.00481544,0.000503416,0.000335785,0.000873352,0.00690742,0.00151886,0.00262483,0.000298304,0.00094784,0.00139035
212,238,86,0.0138523,0.485494,0.00172753,0.00340279,0.00172982,0.00202183,0.139527,0.00299557,0.0102509,0.0187855,0.0329804,0.00265799,0.00155715,0.00415172,0.254324,0.00394335,0.00960716,0.00100994,0.00705911,0.00292126
21,109,69,0.000427066,0.00102515,0.00527821,0.00297094,0.0134483,0.00294493,0.000837273,0.057511,0.00276737,0.000532784,0.0112839,0.0012924,0.00046977,0.00163719,0.00103211,0.861163,0.0206738,0.0131051,0.00063444,0.000965712
176,86,94,0.000270987,0.000402049,0.000188343,0.000445831,0.000833712,0.00108141,0.00194695,0.000208076,0.979812,0.000144476,0.0032182,5.49293e-05,0.000335846,0.00759461,0.000389214,0.000297134,0.000212384,0.000193246,0.000758502,0.00161223
178,236,164,0.00101892,0.000264649,5.81729e-05,0.000149804,2.00659e-05,4.59364e-05,0.00103889,7.98515e-05,9.01994e-05,0.00795037,0.000560321,0.000152191,3.67812e-05,7.62131e-05,0.987938,5.07879e-05,0.000167917,2.08622e-05,0.000258836,2.15928e-05
105,144,200,0.00783596,0.00109657,0.0456077,0.819904,0.0012803,0.0114367,0.00424897,0.0158464,0.00313163,0.0121128,0.0212556,0.0115084,0.00321757,0.00722806,0.00997236,0.0025865,0.00504187,0.00390473,0.0121842,0.000600187
129,59,164,0.00145049,0.000426255,0.00745618,0.0299806,0.00296967,0.783335,0.00186195,0.00239369,0.00830683,0.000833538,0.00572348,0.000543451,0.00764683,0.13081,0.00109837,0.0011519,0.00085776,0.0052778,0.00674538,0.00113108
25,81,198,0.000106968,4.43101e-05,0.971464,0.00714161,0.000270564,0.00208309,8.87612e-05,0.0046895,0.000168264,0.000126043,0.000456181,0.000494784,0.000207818,0.000372847,0.000122681,0.000391234,0.000319863,0.0111986,0.00019962,5.31181e-05
172,13,243,0.00120661,0.000131887,0.00153931,0.00439999,0.000444782,0.0168547,0.000625222,0.000379666,0.00101505,0.000472379,0.000569079,0.000230787,0.950959,0.0121353,0.000363075,0.00018927,0.000172302,0.000930863,0.00700779,0.000373003
136,175,25,0.00528156,0.340607,0.00484332,0.00685343,0.0167163,0.00607906,0.0331719,0.0151579,0.0557329,0.00618782,0.277247,0.00387604,0.00234538,0.00983849,0.0291882,0.0773465,0.084746,0.00459945,0.00576764,0.014414
22,242,227,2.89817e-05,1.23885e-05,0.00013342,0.00011071,8.43551e-06,2.02446e-05,1.73422e-05,0.000209837,1.10493e-05,0.000101212,5.85194e-05,0.99899,9.68692e-06,1.37808e-05,6.60865e-05,3.49408e-05,0.000123116,2.5011e-05,2.16134e-05,3.91914e-06
49,232,217,0.000136814,4.96426e-05,0.000491368,0.000531456,2.92116e-05,7.80512e-05,7.83441e-05,0.000766923,4.45324e-05,0.000579306,0.000288677,0.995663,3.67796e-05,5.60955e-05,0.000365445,0.000121531,0.000491813,8.0582e-05,9.67216e-05,1.41783e-05
241,107,249,0.120878,0.000867987,0.00185046,0.00703334,0.000604514,0.0047599,0.00926008,0.000831012,0.002952,0.00928006,0.00236486,0.000970351,0.0391902,0.0122965,0.00457568,0.000466134,0.000619104,0.000770676,0.779522,0.000907251
222,235,243,0.2004,0.00164036,0.0012281,0.00334894,0.000325496,0.00109191,0.00951199,0.000959947,0.00123037,0.722376,0.00280735,0.0027685,0.00166638,0.00175874,0.0333204,0.000520763,0.00113183,0.000418176,0.0130967,0.000397877
192,158,50,0.00736251,0.448688,0.00260339,0.00491623,0.00781097,0.00500073,0.147913,0.00482608,0.133321,0.00592747,0.126655,0.0018357,0.00263939,0.0133894,0.0334045,0.0109091,0.0127994,0.0022067,0.00848883,0.019303
180,32,189,0.00257345,0.000385991,0.00234229,0.00822159,0.00147762,0.0796546,0.00237399,0.000810686,0.00656986,0.000898944,0.00206697,0.000358689,0.227559,0.636495,0.000949685,0.000493165,0.000416487,0.00174461,0.0230933,0.00151351
127,95,74,0.00364382,0.0107553,0.00791686,0.0127613,0.0774476,0.0245451,0.0163372,0.0153826,0.416703,0.00295079,0.259437,0.00203953,0.00408623,0.0417247,0.00827277,0.0395993,0.0162023,0.0108485,0.00738368,0.0219627
61,10,48,7.0188e-05,0.000129174,0.000443687,0.000348231,0.987967,0.00126769,0.000148256,0.000642102,0.00121319,5.95603e-05,0.00064153,7.50563e-05,0.000174232,0.000725752,0.000101298,0.00161519,0.000328709,0.00305919,0.000138609,0.000851657
127,234,19,0.0057982,0.53418,0.00447209,0.00588827,0.00776926,0.00402097,0.0247512,0.0148882,0.018105,0.00900638,0.103301,0.00629256,0.00189343,0.00568569,0.0431847,0.0515351,0.144127,0.00353072,0.00486749,0.00670212
148,9,175,0.00122439,0.000341596,0.00362271,0.00830481,0.00324513,0.728703,0.0013744,0.00115221,0.00641471,0.000591084,0.00205969,0.000365423,0.0390274,0.189263,0.000673622,0.000710988,0.000487202,0.00453374,0.00608889,0.00181622
119,171,114,0.000246929,0.000533533,0.000308905,0.000657609,0.000164376,0.000245473,0.00083852,0.000997748,0.000656044,0.00038964,0.987994,0.000234433,7.27306e-05,0.000325091,0.00218516,0.00083176,0.00281863,0.000137888,0.00027415,8.73675e-05
16,141,147,2.5819e-06,2.36869e-06,0.00017,4.62698e-05,7.52133e-06,1.27745e-05,3.03457e-06,0.999467,4.93388e-06,4.2487e-06,3.69875e-05,3.04884e-05,2.16871e-06,5.4465e-06,5.96918e-06,6.57482e-05,8.1059e-05,4.63655e-05,3.47999e-06,1.42819e-06
194,60,48,0.000582784,0.00183719,0.00043721,0.00075921,0.00630372,0.00210645,0.00360477,0.000531355,0.789134,0.000331605,0.00387905,0.000149471,0.000907093,0.00870111,0.000807757,0.00109659,0.000618222,0.000625156,0.00128551,0.176301
106,79,237,0.00297204,0.000332832,0.053389,0.844486,0.000966482,0.0451867,0.0013197,0.00355349,0.00168109,0.00218358,0.00288016,0.00211247,0.0107704,0.00952977,0.00146096,0.000836053,0.000932557,0.0052492,0.00972362,0.00043341
57,210,89,6.95622e-06,2.75577e-05,2.11571e-05,2.11257e-05,1.08048e-05,8.60541e-06,1.42229e-05,0.000229731,1.403e-05,1.46229e-05,0.00029295,3.8151e-05,2.7109e-06,7.78358e-06,4.4206e-05,0.000310787,0.998913,1.15153e-05,6.53722e-06,3.9614e-06
218,2,228,0.00046126,5.38587e-05,0.000233895,0.000601587,0.000144055,0.0021122,0.000288068,8.53363e-05,0.000456688,0.000145193,0.000170773,5.36665e-05,0.986924,0.00485819,0.000124,5.42553e-05,4.89411e-05,0.000176451,0.00280649,0.000200722
80,113,169,0.00346567,0.00136841,0.214506,0.518836,0.00456101,0.0413433,0.00363636,0.0806586,0.00651714,0.00407453,0.0423542,0.00721174,0.00371449,0.0133481,0.0053553,0.00879198,0.00994283,0.0220675,0.00706848,0.00117872
105,35,191,0.000104536,2.74836e-05,0.00180413,0.00389326,0.000247595,0.987156,9.35459e-05,0.000258077,0.000291758,6.71789e-05,0.000249619,6.43422e-05,0.00102209,0.00261351,6.94956e-05,9.50592e-05,6.83361e-05,0.00139985,0.000400883,7.37208e-05
196,245,32,0.000367719,0.987549,0.000108188,0.000174027,0.000168498,0.000123558,0.00252785,0.000230814,0.000717042,0.000486429,0.00198814,0.000153456,8.07757e-05,0.000224971,0.00304287,0.000460702,0.000989521,7.7915e-05,0.0002543,0.000274482
44,194,110,0.000306423,0.000671464,0.00178495,0.00150796,0.000510614,0.000506506,0.000510769,0.0411536,0.000566436,0.000642314,0.0112627,0.00275053,0.000137446,0.0003849,0.00150889,0.013824,0.920708,0.000796505,0.000312112,0.000154215
156,234,162,0.00386562,0.00148672,0.000489706,0.0012186,0.000142486,0.000321823,0.00409618,0.000767596,0.000560507,0.0326424,0.00522117,0.00154549,0.000217405,0.000473891,0.943141,0.000434526,0.00175,0.000161249,0.00133382,0.000129908
175,111,225,0.0487844,0.000849947,0.00593413,0.0565719,0.000873422,0.0143834,0.00814297,0.0019266,0.00401699,0.0114936,0.00556761,0.00181954,0.027207,0.0253714,0.00638932,0.000782042,0.00108303,0.00155586,0.776442,0.000804565
9,162,174,0.000906734,0.000619514,0.0553835,0.0149944,0.00123377,0.00275404,0.000844653,0.842709,0.00102254,0.00177381,0.00699157,0.0335428,0.000626377,0.00126341,0.00201706,0.00784788,0.0168817,0.00719525,0.00107637,0.000316064
12,156,44,7.55622e-05,0.000301023,0.00047233,0.000317387,0.000844714,0.000239372,0.000157149,0.00565848,0.000343233,0.000109647,0.00189469,0.000289464,5.8018e-05,0.000174428,0.000238276,0.971077,0.0168763,0.000644363,9.22091e-05,0.000136252
